编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,结构,smiles,inchi,inchikey,药材名称
DISU-001,,"3‑O‑β‑D‑Glucopyranosylolean‑9(11),12‑diene‑23,28‑dioicacid-28‑O‑β‑D‑glucopyranoside",\,808.959,C42H64O15,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC[C@@]3(C)C1CC[C@]4(C)C3=CC=C5[C@@]4(C)CC[C@]6(C(O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)=O)C5CC(C)(C)CC6,"InChI=1S/C42H64O15/c1-37(2)13-15-42(36(53)57-34-32(50)30(48)28(46)23(19-44)55-34)16-14-39(4)20(21(42)17-37)7-8-24-38(3)11-10-26(41(6,35(51)52)25(38)9-12-40(24,39)5)56-33-31(49)29(47)27(45)22(18-43)54-33/h7-8,21-23,25-34,43-50H,9-19H2,1-6H3,(H,51,52)/t21?,22?,23-,25?,26+,27-,28-,29-,30+,31?,32-,33+,34+,38-,39-,40-,41+,42+/m1/s1",ANAORBPKMIVKBL-XPIJHSPCSA-N,瞿麦
DISU-002,,"3‑O‑β‑D‑Glucopyranosylolean‑11,13(18)‑diene‑23,28‑dioicacid-28‑O‑β‑D‑glucopyranoside",\,646.818,C36H54O10,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC[C@@]3(C)C1CC[C@]4(C)C3C=CC5=C6[C@@](CCC(C)(C)C6)(C(O)=O)CC[C@@]45C,"InChI=1S/C36H54O10/c1-31(2)13-15-36(30(43)44)16-14-33(4)19(20(36)17-31)7-8-22-32(3)11-10-24(35(6,29(41)42)23(32)9-12-34(22,33)5)46-28-27(40)26(39)25(38)21(18-37)45-28/h7-8,21-28,37-40H,9-18H2,1-6H3,(H,41,42)(H,43,44)/t21?,22?,23?,24-,25+,26+,27?,28-,32+,33+,34+,35-,36-/m0/s1",DMBAFLGPQJLYQI-ITYBHZLWSA-N,瞿麦
DISU-003,,3‑O‑β‑D‑Glucopyranosyl gypsogenic acid 28‑O-[β‑D‑glucopyranosyl(1→3)β‑D‑6‑O‑((3S)‑hydroxyl‑3‑methylglutaryl)glucopyranosyl(1→6)]-β‑D‑glucopyranoside,\,1279.383,C60H94O29,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC[C@@]3(C)C1CC[C@]4(C)C3CC=C5[C@@]4(C)CC([H])[C@]6(C(O[C@H]7[C@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O8)[C@H](O)[C@@H](CO[C@H]9[C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(CC(O)(C)CC(O)=O)=O)O9)O7)=O)C5CC(C)(C)CC6,"InChI=1S/C60H94O29/c1-54(2)14-16-60(17-15-57(5)25(26(60)18-54)8-9-31-56(4)12-11-33(59(7,52(77)78)32(56)10-13-58(31,57)6)87-49-44(74)40(70)36(66)27(21-61)83-49)53(79)89-51-46(76)47(88-50-45(75)41(71)37(67)28(22-62)84-50)39(69)30(86-51)24-82-48-43(73)42(72)38(68)29(85-48)23-81-35(65)20-55(3,80)19-34(63)64/h8,26-33,36-51,61-62,66-76,80H,9-24H2,1-7H3,(H,63,64)(H,77,78)/t26?,27?,28-,29-,30-,31?,32?,33+,36-,37-,38-,39-,40-,41+,42+,43-,44?,45-,46-,47+,48-,49+,50+,51+,55?,56-,57-,58-,59+,60+/m1/s1",ZOVRXYZUCPQWKN-YFJCNBPPSA-N,瞿麦
DISU-004,积雪草酸,Asiatic acid,464-92-6,488.709,C30H48O5,,三萜类,O[C@H]1C(O)C[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@]5(C(O)=O)C4[C@@H](C)[C@H](C)CC5)[C@]1(C)CO,"InChI=1S/C30H48O5/c1-17-9-12-30(25(34)35)14-13-28(5)19(23(30)18(17)2)7-8-22-26(3)15-20(32)24(33)27(4,16-31)21(26)10-11-29(22,28)6/h7,17-18,20-24,31-33H,8-16H2,1-6H3,(H,34,35)/t17-,18+,20?,21?,22?,23?,24+,26+,27+,28-,29-,30+/m1/s1",JXSVIVRDWWRQRT-XMKMAYEPSA-N,瞿麦
DISU-005,,Dianchinenoside A,\,796.948,C41H64O15,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)CO2)CC[C@@]3(C)C1CC[C@]4(C)C3CC=C5[C@@]4(C)C[C@@H](O)[C@]6(C(O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)=O)C5CC(C)(C)CC6,"InChI=1S/C41H64O15/c1-36(2)13-14-41(35(52)56-33-31(49)29(47)28(46)22(17-42)54-33)20(15-36)19-7-8-23-37(3)11-10-26(55-32-30(48)27(45)21(43)18-53-32)40(6,34(50)51)24(37)9-12-38(23,4)39(19,5)16-25(41)44/h7,20-33,42-49H,8-18H2,1-6H3,(H,50,51)/t20?,21-,22+,23?,24?,25+,26-,27+,28+,29-,30?,31+,32-,33-,37+,38+,39+,40-,41+/m0/s1",ARNBRPDSKOETGW-FVCYVIJRSA-N,瞿麦
DISU-006,地黄皂苷B,Dianchinenoside B,151466-56-7,796.948,C41H64O15,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)CO2)CC[C@@]3(C)C1CC[C@]4(C)C3CC=C5[C@@]4(C)C[C@@H](O)[C@]6(C(O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)=O)C5CC(C)(C)CC6,"InChI=1S/C41H64O15/c1-36(2)13-14-41(35(52)56-33-31(49)29(47)28(46)22(17-42)54-33)20(15-36)19-7-8-23-37(3)11-10-26(55-32-30(48)27(45)21(43)18-53-32)40(6,34(50)51)24(37)9-12-38(23,4)39(19,5)16-25(41)44/h7,20-33,42-49H,8-18H2,1-6H3,(H,50,51)/t20?,21-,22-,23?,24?,25-,26+,27-,28-,29+,30?,31-,32+,33+,37-,38-,39-,40+,41-/m1/s1",ARNBRPDSKOETGW-PYWVFBBPSA-N,瞿麦
DISU-007,,Dianchinenoside C,156161-85-2,826.974,C42H66O16,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)C[C@@H](O)[C@]5(C(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)=O)C,"InChI=1S/C42H66O16/c1-37(2)13-14-42(36(54)58-34-32(52)30(50)28(48)22(18-44)56-34)20(15-37)19-7-8-23-38(3)11-10-25(45)41(6,24(38)9-12-39(23,4)40(19,5)16-26(42)46)35(53)57-33-31(51)29(49)27(47)21(17-43)55-33/h7,20-34,43-52H,8-18H2,1-6H3/t20?,21-,22-,23?,24?,25+,26-,27-,28-,29+,30+,31-,32-,33+,34+,38-,39-,40-,41+,42-/m1/s1",JCDZCMQWDDCDHF-NKKCBTGMSA-N,瞿麦
DISU-008,,Dianchinenoside D,156161-86-3,826.974,C42H66O16,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)C[C@@H](O)[C@]5(C(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(O)=O)C,"InChI=1S/C42H66O16/c1-37(2)13-14-42(36(54)58-34-32(51)30(49)28(47)22(57-34)18-55-33-31(50)29(48)27(46)21(17-43)56-33)20(15-37)19-7-8-23-38(3)11-10-25(44)41(6,35(52)53)24(38)9-12-39(23,4)40(19,5)16-26(42)45/h7,20-34,43-51H,8-18H2,1-6H3,(H,52,53)/t20?,21?,22?,23?,24?,25-,26+,27-,28-,29-,30-,31?,32?,33-,34+,38+,39+,40+,41-,42+/m0/s1",WBIQMFBPGXQYQQ-NULJJORASA-N,瞿麦
DISU-009,,Dianchinenoside E,160492-59-1,1193.337,C57H92O26,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC([H])[C@]5(C(O[C@H]6[C@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)[C@H](O)[C@@H](CO[C@H]8[C@H](O[C@H]9[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O9)[C@@H](O)[C@H](O)[C@@H](CO)O8)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(OC[C@@](O)([H])C)=O)C,"InChI=1S/C57H92O26/c1-24(61)22-76-50(73)56(7)32-10-13-55(6)31(53(32,4)12-11-33(56)62)9-8-25-26-18-52(2,3)14-16-57(26,17-15-54(25,55)5)51(74)83-48-43(72)44(81-46-41(70)38(67)34(63)27(19-58)77-46)37(66)30(80-48)23-75-49-45(40(69)36(65)29(21-60)79-49)82-47-42(71)39(68)35(64)28(20-59)78-47/h8,24,26-49,58-72H,9-23H2,1-7H3/t24-,26?,27-,28-,29-,30-,31?,32?,33+,34-,35-,36-,37-,38+,39+,40+,41-,42-,43-,44+,45-,46+,47+,48+,49-,53-,54-,55-,56+,57+/m1/s1",DDSHHJOPMYTUMN-UMPWGUQTSA-N,瞿麦
DISU-010,,Dianchinenoside F,160492-58-0,1193.337,C57H92O26,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC([H])[C@]5(C(O[C@H]6[C@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)[C@H](O)[C@@H](CO[C@H]8[C@H](O[C@H]9[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O9)[C@@H](O)[C@H](O)[C@@H](CO)O8)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(OC[C@](O)([H])C)=O)C,"InChI=1S/C57H92O26/c1-24(61)22-76-50(73)56(7)32-10-13-55(6)31(53(32,4)12-11-33(56)62)9-8-25-26-18-52(2,3)14-16-57(26,17-15-54(25,55)5)51(74)83-48-43(72)44(81-46-41(70)38(67)34(63)27(19-58)77-46)37(66)30(80-48)23-75-49-45(40(69)36(65)29(21-60)79-49)82-47-42(71)39(68)35(64)28(20-59)78-47/h8,24,26-49,58-72H,9-23H2,1-7H3/t24-,26?,27+,28+,29+,30+,31?,32?,33-,34+,35+,36+,37+,38-,39-,40-,41+,42+,43+,44-,45+,46-,47-,48-,49+,53+,54+,55+,56-,57-/m0/s1",DDSHHJOPMYTUMN-JBCIJQSLSA-N,瞿麦
DISU-011,,Dianchinenoside G,160492-61-5,1031.196,C51H82O21,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC([H])[C@]5(C(O[C@H]6[C@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)[C@H](O)[C@@H](CO[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O8)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(OC[C@@](O)([H])C)=O)C,"InChI=1S/C51H82O21/c1-23(54)21-67-44(64)50(7)30-10-13-49(6)29(47(30,4)12-11-31(50)55)9-8-24-25-18-46(2,3)14-16-51(25,17-15-48(24,49)5)45(65)72-43-39(63)40(71-42-38(62)36(60)33(57)27(20-53)69-42)34(58)28(70-43)22-66-41-37(61)35(59)32(56)26(19-52)68-41/h8,23,25-43,52-63H,9-22H2,1-7H3/t23-,25?,26-,27-,28-,29?,30?,31+,32-,33-,34-,35+,36+,37-,38-,39-,40+,41-,42+,43+,47-,48-,49-,50+,51+/m1/s1",QESYDWZOCRIRHS-IOCNPNHFSA-N,瞿麦
DISU-012,,Dianchinenoside H,160492-60-4,1031.196,C51H82O21,,三萜类,O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC([H])[C@]5(C(O[C@H]6[C@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)[C@H](O)[C@@H](CO[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O8)O6)=O)C4CC(C)(C)CC5)[C@@]1(C(OC[C@](O)([H])C)=O)C,"InChI=1S/C51H82O21/c1-23(54)21-67-44(64)50(7)30-10-13-49(6)29(47(30,4)12-11-31(50)55)9-8-24-25-18-46(2,3)14-16-51(25,17-15-48(24,49)5)45(65)72-43-39(63)40(71-42-38(62)36(60)33(57)27(20-53)69-42)34(58)28(70-43)22-66-41-37(61)35(59)32(56)26(19-52)68-41/h8,23,25-43,52-63H,9-22H2,1-7H3/t23-,25?,26+,27+,28+,29?,30?,31-,32+,33+,34+,35-,36-,37+,38+,39+,40-,41+,42-,43-,47+,48+,49+,50-,51-/m0/s1",QESYDWZOCRIRHS-BMWJBHCISA-N,瞿麦
DISU-013,,3‑O‑α‑L‑Arabinopyranosyl hederagenin 28‑O‑β‑D‑glucopyranosyl(1→6)‑β‑D‑glucopyranoside,\,943.134,C48H78O18,,三萜类,CC12C(CCC3(C)C2CC=C4C3(C)CC(C)C5(C(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7)O6)=O)C4CC(C)(C)CC5)C(CO)(C)C(O[C@H]8[C@H](O)[C@@H](O)[C@@H](O)CO8)CC1,"InChI=1S/C48H78O18/c1-22-16-47(7)23(8-9-29-44(4)12-11-30(65-40-36(57)31(52)25(51)19-61-40)45(5,21-50)28(44)10-13-46(29,47)6)24-17-43(2,3)14-15-48(22,24)42(60)66-41-38(59)35(56)33(54)27(64-41)20-62-39-37(58)34(55)32(53)26(18-49)63-39/h8,22,24-41,49-59H,9-21H2,1-7H3/t22?,24?,25-,26+,27+,28?,29?,30?,31-,32+,33+,34-,35-,36+,37+,38+,39+,40-,41-,44?,45?,46?,47?,48?/m0/s1",WBSRFFUHYJJLHD-HTGQYIFISA-N,瞿麦
DISU-014,羟基积雪草酸,Madecassic acid,18449-41-7,504.708, C30H48O6,,三萜类,O[C@H]1[C@H](O)[C@](CO)(C)[C@@]([C@H](O)C[C@]2(C)[C@]3([H])CC=C4[C@@]2(C)CC[C@]5(C(O)=O)[C@@]4([H])[C@@H](C)[C@H](C)CC5)([H])[C@]3(C)C1,"InChI=1S/C30H48O6/c1-16-9-10-30(25(35)36)12-11-28(5)18(22(30)17(16)2)7-8-21-26(3)13-20(33)24(34)27(4,15-31)23(26)19(32)14-29(21,28)6/h7,16-17,19-24,31-34H,8-15H2,1-6H3,(H,35,36)/t16-,17+,19-,20-,21-,22+,23-,24+,26-,27+,28-,29-,30+/m1/s1",PRAUVHZJPXOEIF-AOLYGAPISA-N,瞿麦
DISU-015,,Sterculin A,149252-09-5,442.728,C30H50O2,,甾体类,O[C@@H]1C(C)(C)[C@]2([H])CC[C@@]3([H])[C@]4(C)CC[C@@]([C@H](C)C/C=C\C(O)(C)C)([H])[C@@]4(C)CC[C@@]53C[C@@]52CC1,"InChI=1S/C30H50O2/c1-20(9-8-14-25(2,3)32)21-12-15-28(7)23-11-10-22-26(4,5)24(31)13-16-29(22)19-30(23,29)18-17-27(21,28)6/h8,14,20-24,31-32H,9-13,15-19H2,1-7H3/b14-8-/t20-,21-,22+,23+,24+,27-,28+,29-,30+/m1/s1",JSPGKOBNHWTKNT-GGXSAIRCSA-N,瞿麦
DISU-016,"(24R)-环阿屯-25-烯-3β,24-二醇","(24R)‑Cycloart‑25‑ene‑3β,24‑diol",99946-06-2,442.728,C30H50O2,,甾体类,O[C@@H]1CC[C@]23[C@@](CC[C@@]4([H])[C@]2(C3)CC[C@]5(C)[C@]4(C)CC[C@@]5([H])[C@H](C)CC[C@H](O)C(C)=C)([H])C1(C)C,"InChI=1S/C30H50O2/c1-19(2)22(31)9-8-20(3)21-12-14-28(7)24-11-10-23-26(4,5)25(32)13-15-29(23)18-30(24,29)17-16-27(21,28)6/h20-25,31-32H,1,8-18H2,2-7H3/t20-,21+,22+,23-,24-,25-,27+,28-,29+,30-/m1/s1",MHGLNDDJLDJDBG-SGDDBJGNSA-N,瞿麦
DISU-017,"(24S)-环阿屯-25-烯-3β,24-二醇","(24S)‑Cycloart‑25‑ene‑3β,24‑diol",99946-09-5,442.728,C30H50O2,,甾体类,O[C@@H]1CC[C@]23[C@@](CC[C@@]4([H])[C@]2(C3)CC[C@]5(C)[C@]4(C)CC[C@@]5([H])[C@H](C)CC[C@@H](O)C(C)=C)([H])C1(C)C,"InChI=1S/C30H50O2/c1-19(2)22(31)9-8-20(3)21-12-14-28(7)24-11-10-23-26(4,5)25(32)13-15-29(23)18-30(24,29)17-16-27(21,28)6/h20-25,31-32H,1,8-18H2,2-7H3/t20-,21+,22-,23-,24-,25-,27+,28-,29+,30-/m1/s1",MHGLNDDJLDJDBG-JYWCEJEDSA-N,瞿麦
DISU-018,豆甾-7-烯-3β醇,Stigmast‑7‑en‑3β‑ol,1422046-14-7,414.718, C29H50O,,甾体类,OC1CC[C@@]2(C)C(CC=C3[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@@H](C)CC[C@H](C(C)C)CC)C1,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h11,19-23,25-27,30H,7-10,12-18H2,1-6H3/t20-,21+,22?,23?,25+,26-,27-,28-,29+/m0/s1",YSKVBPGQYRAUQO-HWTRZBFGSA-N,瞿麦
DISU-019,胡萝卜苷,Daucosterol,474-58-8,576.859, C35H60O6,,甾体类,C[C@]12[C@@](CC[C@@]2([H])[C@H](C)CC[C@@H](C(C)C)CC)([H])[C@@]3([H])CC=C4CC(O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)CC[C@@]4(C)[C@]3([H])CC1,"InChI=1S/C35H60O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h10,20-22,24-33,36-39H,7-9,11-19H2,1-6H3/t21-,22+,24?,25-,26+,27-,28-,29-,30-,31+,32-,33-,34-,35+/m1/s1",NPJICTMALKLTFW-VZJQPBAOSA-N,瞿麦
DISU-020,,Hainanenside,94388-68-8,664.833,C36H56O11,,三萜类,O[C@@H]1CC[C@]2(C)[C@@](CC[C@@]3(C)[C@@]2([H])CC=C4[C@]3(C)C[C@H](O)C5(C(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)=O)[C@]4([H])CC(C)(C)CC5)([H])[C@@]1(C)C(O)=O,"InChI=1S/C36H56O11/c1-31(2)13-14-36(30(45)47-28-27(42)26(41)25(40)20(17-37)46-28)19(15-31)18-7-8-21-32(3)11-10-23(38)35(6,29(43)44)22(32)9-12-33(21,4)34(18,5)16-24(36)39/h7,19-28,37-42H,8-17H2,1-6H3,(H,43,44)/t19-,20-,21+,22+,23-,24+,25-,26+,27-,28+,32+,33+,34+,35-,36?/m1/s1",HLXPBKFHRUAJIQ-RISORTLVSA-N,瞿麦
DISU-021," 3-O-β-D-吡喃葡萄糖基齐墩果-11,13(18)-二烯-23,28-二酸"," 3‑O‑β‑D‑Glucopyranosyl olean‑11,13 (18)‑diene‑23,28‑dioic acid",1646336-49-3,646.818,C36H54O10,,三萜类,C[C@@]1(C(O)=O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)CC[C@@]3(C)C1CC[C@]4(C)C3C=CC5=C6[C@@](CCC(C)(C)C6)(C(O)=O)CC[C@@]45C,"InChI=1S/C36H54O10/c1-31(2)13-15-36(30(43)44)16-14-33(4)19(20(36)17-31)7-8-22-32(3)11-10-24(35(6,29(41)42)23(32)9-12-34(22,33)5)46-28-27(40)26(39)25(38)21(18-37)45-28/h7-8,21-28,37-40H,9-18H2,1-6H3,(H,41,42)(H,43,44)/t21?,22?,23?,24-,25+,26+,27?,28-,32+,33+,34+,35-,36-/m0/s1",DMBAFLGPQJLYQI-ITYBHZLWSA-N,瞿麦
DISU-022,皂皮酸,Quillaic acid,631-01-6,486.693,C30H46O5,,三萜类,O[C@@H]1CC[C@]2(C)[C@@](CC[C@@]3(C)[C@@]2([H])CC=C4[C@]3(C)C[C@H](O)[C@@]5(C(O)=O)[C@]4([H])CC(C)(C)CC5)([H])[C@@]1(C)C(O)=O,"InChI=1S/C30H46O6/c1-25(2)13-14-30(24(35)36)18(15-25)17-7-8-19-26(3)11-10-21(31)29(6,23(33)34)20(26)9-12-27(19,4)28(17,5)16-22(30)32/h7,18-22,31-32H,8-16H2,1-6H3,(H,33,34)(H,35,36)/t18-,19+,20+,21-,22+,26+,27+,28+,29-,30+/m1/s1",NZUXOCGZXRCSGC-XIMGJBDPSA-N,瞿麦
DISU-023,槲皮素-3-葡萄糖苷,Quercetin‑3‑O‑glucoside,482-35-9,464.379,C21H20O12,,黄酮类,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)=C1O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m1/s1",OVSQVDMCBVZWGM-QSOFNFLRSA-N,瞿麦
DISU-024,"槲皮素 3,7-双葡萄糖苷","Quercetin 3,7-diglucoside",6892-74-6,626.52, C27H30O17,,黄酮类,O=C1C2=C(O)C=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C=C2OC(C4=CC=C(O)C(O)=C4)=C1O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5,"InChI=1S/C27H30O17/c28-6-14-17(33)20(36)22(38)26(42-14)40-9-4-12(32)16-13(5-9)41-24(8-1-2-10(30)11(31)3-8)25(19(16)35)44-27-23(39)21(37)18(34)15(7-29)43-27/h1-5,14-15,17-18,20-23,26-34,36-39H,6-7H2/t14-,15-,17-,18-,20+,21+,22-,23-,26-,27+/m1/s1",BNSCASRSSGJHQH-DEFKTLOSSA-N,瞿麦
